name,avatar,bio,twitter,url,title,abstract,description,notes,audience_level,state,tags,category,lang,track,day,start,end,sponsored
Prakhar Srivastava,https://secure.gravatar.com/avatar/e64f5a5f9d38c9003b6eef6f2a19482d?s=500,"I'm a computer science, junior, having a through understanding and great interest in deep learning. I've mentored many of my colleagues and friends at GSS tech solutions and IEEE MSIT on these vast topics. Being a part of Stanford Scholar initiative was also a great experience where I represented two papers and was a *direct responsible individual* of an international group under it. I've done 17 odd courses on the topic of Deep Learning covering the very best practices involved in it and it'll be a great pleasure to work on many new projects like these.",prakharcode,http://prsr.me,Reinforcement Learning - Can AI be(at) Human?,"Reinforcement learning is in many ways inspired by how humans learn that is by trial and error. In the recent years, the boom in AI with deep learning has brought a new interest and shift to Reinforcement Learning. Machines are able to defeat world champions, this posits a question, can AI be human?","# Intro
This talk will provide a detour into the realm of reinforcement learning abbreviated as RL, **what reinforcement truly is** (it's not directly related to deep learning) and **how** reinforcement learning is training **machines** which **can do a highly complex task with tenacity and diligence**.
Reinforcement learning is a set of few algorithms, namely, SARSA, TD - Learning and Q learning, which can predict an output at each turn considering how this output affect an outcome after 50 turns, interestingly, **this is how humans play chess**,  **drive a car** and even **take decisions of life! **
This Talk focuses on building an intuition of Reinforcement in the mind of attendees and how it can affect learning. This talk will be completely interactive and will provide the audience a complete practical experience of implementing an RL agent using python and opengym API.

## Outcomes:
- A firm understanding of Reinforcement learning

- Familiarity with the theoretical algorithms of RL.

- Interactive learning with a live demo

*An outro will be provided at the end to enable the attendee to expand his horizon of RL understanding with self-learning.*","_**First things first**_

The technical requirements of the talk would include:

- A room with wifi-availability.

- Attendees would be provided a download script which they should run before the talk

# Q. Why you're the best person to speak on this subject?

I am the best one to speak on this subject because I have a lot of experience in the field of AI, especially Deep learning/ Machine learning. I'm an undergraduate research fellow at 2 separate institutes and have an understanding of fundamental concepts of reinforcement learning. I have reviewed a book on reinforcement learning and can code agents too.
Another, reason I would prove to be an excellent choice is that I can explain things well. I have mentored at 4-5 different occasions and have a good track record with students. I was in Standford Scholar initiative where I represented two paper which was related to deep learning only. Currently, I'm a student developer at Google Summer of Code and thus I can communicate the code well and make the audience understand better.

## A request.

I'm from New Delhi, the capital city of India, if PyCon ES gets interested in my talk, I would highly appreciate if I can receive an early decision so that I can plan an itinerary as soon as possible.

*I will upload the slides in a few days.*
",All,submitted,"[""Python"", ""machine learning"", ""reinforcement learning"", ""openai""]",,es,,,,,
Jesús Cea Avión,https://secure.gravatar.com/avatar/66974ed16b5ad5293bac2d23005ff9a9?s=500,,jcea,https://www.jcea.es/,"Flamegraphs: esto no es el ""profiling"" de tu abuela",Identificar qué funciones o métodos consumen tu CPU no es suficiente. ¿No resultaría útil que en un solo gráfico pudieses ver de un vistazo los consumos de CPU de todos los elementos de tu código y las relaciones de flujo de control entre ellas?. Con una simple foto del proceso.,"La técnica habitual de hacer ""profiling"" para identificar las funciones o métodos que consumen más CPU no suele mostrar las relaciones entre las diferentes partes del programa o las dependencias de los flujos de datos o de control. Los ""flamegraph"" son una herramienta gráfica que no solo te permiten identificar de un vistazo qué partes de tu código consumen más CPU, sino también por qué. ¿Quién llama a ese método?. ¿Qué operación de alto nivel provoca esa cadena de llamadas?.

Los ""flamegraphs"" permiten responder a estas preguntas de forma visual y con un simple vistazo e, incluso, permiten analizar los flujos de ejecución en procesos multihilo.
",Nivel medio + avanzado.,All,submitted,"[""Python"", ""profiling"", ""debugging"", ""observabilidad"", ""introspección""]",,es,,,,,
José Manuel,https://secure.gravatar.com/avatar/d5fe223e37407894301671e1614bf97c?s=500,"Soy de Bornos (Cádiz) estudié Ingeniería Informática de Sistemas en la Universidad Cádiz y llevo 5 años inmerso en el mundo Python.
Actualmente trabajo en Paradigma Digital utilizando Python y Django como principales tecnologías en el día a día. En lo personal me gusta la lectura, ver series y soy un apasionado del Carnaval. En twitter podéis encontrarme como @jmrivas86",,https://github.com/jmrivas86,Securizando Django,En la charla veremos todo lo que Django hace para proteger a usuarios y desarrolladores desde el primer momento. Examinaremos ejemplos de código del propio Django para ver qué hace realmente por debajo y descubriremos cómo hacer que el modelo de seguridad de Django sea aún más fuerte en nuestra app.,"# Descripción
En esta charla veremos todo lo que Django hace para proteger a los usuarios y desarrolladores desde el primer momento. Examinaremos ejemplos de código del propio proyecto de Django para ver qué está ocurriendo realmente por debajo y veremos cómo hacer que el modelo de seguridad de Django sea aún más fuerte en nuestra aplicación.

# Índice
  - XSS
  - CSRF
  - SQLi
  - Clickjacking protection
  - HTTPS
  - Host Header Validation (brief definition)
  - Session security
  - ¿Cómo mejorar la seguridad en mi proyecto Django?",,Intermediate,submitted,"[""python"", ""django"", ""web"", ""security""]",,es,,,,,
José Manuel,https://secure.gravatar.com/avatar/d5fe223e37407894301671e1614bf97c?s=500,"Soy de Bornos (Cádiz) estudié Ingeniería Informática de Sistemas en la Universidad Cádiz y llevo 5 años inmerso en el mundo Python.
Actualmente trabajo en Paradigma Digital utilizando Python y Django como principales tecnologías en el día a día. En lo personal me gusta la lectura, ver series y soy un apasionado del Carnaval. En twitter podéis encontrarme como @jmrivas86",,https://github.com/jmrivas86,D&D: Django & Docker para tu entorno desarrollo,"Esta charla es para djangonautas que sienten curiosidad por Docker, quieren aprender a utilizarlo o buscan una mejor comprensión de los contenedores en general. Es una charla para gente que está empezando con Python/Django o no, pero definitivamente son principiantes dockerizando proyectos.","# Resumen
Esta charla es para djangonautas que sienten curiosidad por Docker, quieren aprender a utilizarlo o buscan una mejor comprensión de los contenedores en general. Es una charla para gente que está empezando con Python/Django o no, pero definitivamente son principiantes dockerizando proyectos.

# Descripción
En esta charla se asume que no estás familiarizado con Docker y por lo tanto partiré desde lo más simple intentando dejar la suficiente información para que puedas empezar a jugar con Docker en tus proyectos Django nada más acabar. Veremos los Dockerfiles, qué hacen y a continuación pasaremos a por Docker Compose y entenderemos porqué es útil usarlo en nuestros proyectos para gestionar todos los servicios dockerizados. Finalmente ejecutaremos comandos de Django desde la linea de comandos usando Docker (runserver, shell...) entraremos en los contenedres, veremos como podemos debuggear y por último el workflow para ""levantar y apagar"" el entorno dockerizado.

# Índice
  - Qué es Docker y porqué usarlo.
  - Images
  - Containers
  - Dockerfile
    - Python image, variables de entorno, requirements.txt, directorio de trabajo...
  - Qué es Docker Compose y porqué usarlo
  - Definiendo distintos servicios: web, db, redis...
  - Qué son los Volumes y por qué son importantes?
  - Comandos de Django desde el contenedor (runserver, shell, migrate, test...)
  - Comandos de Django con docker-compose
  - workflow
",,Beginner,submitted,"[""docker"", ""django"", ""web"", ""desarrollo""]",,es,,,,,
Jesús Cea Avión,https://secure.gravatar.com/avatar/66974ed16b5ad5293bac2d23005ff9a9?s=500,,jcea,https://www.jcea.es/,Acceso interactivo a las tripas de un demonio Python en producción,"Observar un proceso mientras se está comportando de forma inesperada resulta de una utilidad suprema a la hora de diagnosticar y solucionar un problema, sobre todo si éste se manifiesta de forma errática y bajo condiciones difíciles de reproducir. Aprender a observar y manipular código en producción","¿Quien no ha sufrido una anomalía en un servicio Python en producción y ha querido poder echar un vistazo a las tripas del proceso en ejecución? Sí, ese problema esporádico que se resuelve solo cuando reinicias el proceso. Quien pudiera analizar las interioridades del proceso mientras se está ejecutando y, no digamos, poder hacer pruebas y cambios en un demonio Python vivo sin interrumpir el servicio.

En esta charla se describirá la utilidad de esta tecnología, se analizarán diversas herramientas para poder utilizarla y se expondrán varios casos reales en los que este nivel de acceso resolvió el día. No volverás a escribir un demonio Python sin puerta trasera. Agradecerás esta charla toda la vida.",Nivel medio + Avanzado. Los programadores novatos posiblemente no se hayan enfrentado aún a casos de uso de esta tecnología.,All,submitted,"[""Python"", ""manhole"", ""demonio"", ""debugging"", ""introspección"", ""wsgi""]",,es,,,,,
Javier Jorge,https://secure.gravatar.com/avatar/48e37205c78f0be65c091aa5f23704e4?s=500,"I'm a PhD student in Computer Science at Universidad Politécnica de Valencia (UPV). I received a B.Sc. in Computer Science from the UPV in 2014 and the Master’s degree in Artificial Intelligence, Pattern Recognition and Digital Imaging (MIARFID) from the UPV in 2015. Nowadays, I'm finishing a Master's degree in Parallel and Distributed Computing while completing the PhD program.

I'm working as a researcher with the ""Machine Learning and Language Processing"" Group (MLLP) of the UPV and my research interests include Computer Vision, Natural Language Processing, Pattern Recognition and Machine Learning. More information could be found on my website (http://jjorge.es), my Google Scholar profile (https://scholar.google.com/citations?user=qKPZU50AAAAJ&hl=en) or LinkedIn (https://www.linkedin.com/in/javier-jorge-cano-0555a721/).
",PsikoStigma,http://jjorge.es,Discovering the nuclear reactor’s stability with SLEPc and Python,"Modelling and solving real world problems is the core of the engineering, and Python can help us. We are going to study the behaviour of a nuclear reactor determining if it is in a critical state using slepc4py, a library for the solution of large-scale sparse eigenvalue problems on parallel.","Different engineering models such as physic simulations or information retrieval rely on modelling and solving large-scale sparse eigenvalue problems, such as Fluid simulation or Document Retrieval. SLEPc (http://slepc.upv.es)  is a software library for the solution of this kind of algebraic problems on parallel computers. We can use this with Python through slepc4py to provide solutions to this computationally expensive problems, using parallelization with different schemes.

During this talk, we introduce slepc4py (https://bitbucket.org/slepc/slepc4py), a python wrapper for SLEPc, along with the problem of determining the nuclear reactor’s stability, a problem that is modelled as obtaining the eigenvalues of certain matrices that are large and sparse. We introduce the techniques that are implemented in SLEPc for solving a problem with these characteristics.

Outline:
-Use case: Determining Nuclear Reactor’s stability.
-Modelization: General EigenValue problem.
-Solution: slepc4py to compute the eigenvalues.
","During this talk, I want to present this scientific library that can be used with Python by means of the example of a particular use case. The emphasis of this software is on methods and techniques appropriate for problems in which the associated matrices are sparse, for example, those arising after the discretization of partial differential equations. SLEPc is built on top of PETSc (http://www.mcs.anl.gov/petsc), the Portable, Extensible Toolkit for Scientific Computation. During my research, I have used this library to solve different problems and it could be useful for several contexts, such as signal processing or digital imaging, where different algebraic problems arise (i.e: Singular Value Decomposition).

I'm a PhD student at Universidad Politécnica de Valencia, with a M.Sc in Artificial Intelligence and Machine Learning and finishing another M.Sc in Parallel and Distributed Computing. I have presented different talks in my research group, and recently I have attended and presented a talk at the VISIGRAPP 2018 conference, where I was chairing a session as well. During my career, I have developed different projects that are available on my GitHub (https://goo.gl/wHTGhV). I’m an active member of the Spanish Python Community, and I have attended several PyConES conferences and also to the meetups of the local community. I will be delighted to be able to present this work within the largest Python Conference, share my knowledge and learn from the feedback that I get from the Pythonistas.
",Advanced,submitted,"[""Science"", ""Data""]",,es,,,,,
Javier Jorge,https://secure.gravatar.com/avatar/48e37205c78f0be65c091aa5f23704e4?s=500,"I'm a PhD student in Computer Science at Universidad Politécnica de Valencia (UPV). I received a B.Sc. in Computer Science from the UPV in 2014 and the Master’s degree in Artificial Intelligence, Pattern Recognition and Digital Imaging (MIARFID) from the UPV in 2015. Nowadays, I'm finishing a Master's degree in Parallel and Distributed Computing while completing the PhD program.

I'm working as a researcher with the ""Machine Learning and Language Processing"" Group (MLLP) of the UPV and my research interests include Computer Vision, Natural Language Processing, Pattern Recognition and Machine Learning. More information could be found on my website (http://jjorge.es), my Google Scholar profile (https://scholar.google.com/citations?user=qKPZU50AAAAJ&hl=en) or LinkedIn (https://www.linkedin.com/in/javier-jorge-cano-0555a721/).
",PsikoStigma,http://jjorge.es,Cloud-Agnostic Deployment of Distributed TensorFlow,"Do you need your model trained yesterday? Do you need more computational resources to do this? In this talk I will show you how to deploy and train using DevOps your cloud-agnostic distributed TensorFlow model, to get access to much more and better hardware, such as a large number of nodes or GPUs.","In this talk, we will see how to deploy the required infrastructure to create a TensorFlow cluster, and then provision the software to train the model. For doing this, we will use the Infrastructure Manager (http://www.grycap.upv.es/im/index.php) that supports API’s from different virtual platforms, making user applications Cloud-agnostic. In addition, it integrates a contextualization system, based on Ansible, to enable the installation and configuration of all the required applications providing a fully functional Deep Learning infrastructure on the Cloud provider that we need.

Outline:
-Distributed TensorFlow: Basic approach and architecture.
-Deploying the infrastructure with the Infrastructure Manager.
-Ansible Roles.
-Training the model.","In this talk, I’m going to show one example of deploying and provisioning a cluster of nodes to use TensorFlow in a distributed manner, independently from the cloud platform. More and more research groups and companies are interested in deploying and training models without buying and maintaining the required hardware, but using different cloud providers accordingly with their needs. The Infrastructure Manager is a toolkit that has been developed in the Universidad Politécnica de Valencia and it allows you to deploy your infrastructure in different cloud providers, deploying the architecture that you need where you need.

I'm a PhD student at Universidad Politécnica de Valencia, with a M.Sc in Artificial Intelligence and Machine Learning and finishing another M.Sc in Parallel and Distributed Computing. I have presented different talks in my research group and recently I have attended and presented a talk at the VISIGRAPP 2018 conference, where I was chairing a session as well. During my career, I have developed different projects that are available on my GitHub (https://goo.gl/wHTGhV). I’m an active member of the Spanish Python Community and I have attended several PyConES conferences and also to the meetups of the local community. Recently, I have attended PyCon USA in Cleveland, presenting a poster that you can find in my website. I will be delighted to be able to present this work within the largest Python Conference, share my knowledge and learn from the feedback that I get from the Pythonistas.  ",Intermediate,submitted,"[""Science"", ""Machine Learning"", ""Data""]",,es,,,,,
David,https://secure.gravatar.com/avatar/31f5e5d362bb3fab2f2acfe0eade6596?s=500,,DLeon_KB,,"De la Piragua a la web en dos simples paladas, con Python. ","¿Has tenido una fantástica idea que acaba quedando en el aire?  Nosotros estuvimos a punto de sentirnos de la misma forma, pero por suerte hemos desarrollado un simple mapa de las herramientas necesarias para el desarrollo web más ambicioso pero simple. Compartimos contigo nuestra experiencia.",">**Aclaración Previa** (IMPORTANTE): Creemos que es necesaria una aclaración con respecto a por qué faltan ciertos fragmentos de la propuesta, más específicamente aquellos relacionados con la idea en sí sobre la web.

>La verdad es que entenderíamos perfectamente que ello mismo produjera el rechazo de la propuesta, pero hemos estado trabajando en este proyecto con la ilusión formar parte de la PyCon este año (hasta el punto de que fue tal ilusión la que nos llevó a buscar ideas, y acabó siendo un poco nuestra propia “condena”, paradójicamente) así que hemos decidido simplemente comunicaros en este pequeño fragmento nuestra problemática:

>Tenemos una idea en la que de verdad creemos, y nos gustaría compartirla con todo el mundo posible, pero nos intranquiliza el hecho de que esté desprotegida, es por ello que estamos en proceso de protegerla (informándonos al respecto, y con la idea de tenerla en las próximas semanas en tramitación). Queremos enviaros esta propuesta esperando que aun así podáis extraer de ella que tipo de ponencia ofreceríamos, por un lado, y establecer si fuera posible algún tipo de diálogo para ver si sería posible alguna solución. Por ejemplo, podríamos “liberar la idea” para que la conozcáis en cuanto hayamos dejado en manos del proceso de tramitación de la patente. Por supuesto esto intentaríamos que fuese en el tiempo más razonable posible, y entenderíamos perfectamente que el proceso de elección tenga su ritmo y haya de continuar al margen de las inquietudes/problemáticas particulares de sus participantes. Pero como digo, nuestra gran ilusión por participar nos lleva a qué menos que hacer justicia a esas ganas y el trabajo ya hecho, y enviaros esta propuesta igualmente. Muchas gracias por la comprensión y esperamos que os guste la especie de acertijo de propuesta con la que os hemos dejado. Nuestras más sinceras disculpas por ello.

---
A partir de aquí comenzaría el texto original de la propuesta

---
<img src=""https://sourcedexter.com/wp-content/uploads/2017/09/flask-python.png"" alt=""drawing"" width=""500px""/>

---
Estábamos en una piragua y tuvimos una idea…

La idea es muy simple pero potente: una web que nos permita consultar (***fragmento protegido***; *Aquí, la idea principal era desarrollada*)

Éramos dos Biotecnólogos sin gran experiencia, por suerte, Python llegó al rescate. Queremos contaros cómo hemos hecho nosotros para dar el salto de la idea al desarrollo, y finalmente al producto, y en el camino hablaros de herramientas muy potentes e importantes que nos han ayudado a hacerlo.

## Para los más avanzados

Si eres un estudiante avanzado del “arte Pythonico” probablemente estés interesado en distintas herramientas de desarrollo con Python, ya sea Web, inteligencia Artificial u otro campo. Nosotros aquí nos centraremos en estos dos, y más concretamente en las siguientes herramientas:

* ****Desarrollo Web**** con Flask

* Uso de APIs como Python Client for Google Maps API y (***fragmento protegido***) API.

* ****Inteligencia Artificial**** con Pandas y Sickit-learn

## Para los más iniciados

Si eres relativamente nuevo en Python quizá te interese saber que utilizar estas herramientas para desarrollar una aplicación web es más simple de lo que parece, y que se le vamos a contar de la manera más clara y esquemática posible cómo lo hemos hecho nosotros.

Para ello nos gustaría remarcar los componentes básicos en los que haremos énfasis:

* Una idea.

* Conocimiento básico de Python para aprender desarrollo web con Flask.

* Dos Fuentes para conseguir datos en los que basar la web (APIs de Google Maps y (***fragmento protegido***)).

Otra característica que te puede parecer interesante de nuestro proyecto es que hemos realizado tal tarea sin ser experimentados desarrolladores web. Esperamos convenceros con ello de que con un par de cabezas inquietas es suficiente.

Ahora, las herramientas técnicas son centrales y les daremos el protagonismo que merecen: Flask ha sido escogido como *_framework*_ para el desarrollo web ya que tenía la curva de aprendizaje más rápida (comparada con su contrapartida más conocida; Django) y porque escuchamos sobre su interesante modularidad (i.e. flexibilidad en el uso de sus “subherramientas”).

Las APIs escogidas son, (***fragmento protegido***), en el caso de Google Maps API, por su potencial y porque es de las pocas que nos permitía tener una lista de negocios lo más amplia, accesible, y actualizada posible que pudimos encontrar en Internet.

Pandas y Scikit-learn para el sistema de recomendación ya que son las herramientas más documentadas para tal uso con un gran recorrido en el campo. Veremos como con ellas podemos potenciar el valor de los datos obtenidos desde las APIs y del acceso de los usuarios a la propia web, dándole una nueva funcionalidad diferenciadora.

## La guinda: Inteligencia Artificial

Pasamos por tanto al campo de la Inteligencia Artificial para acabar de darle forma al producto. Por nuestro personal interés (razón inicial por la que empezamos con Python de hecho) y cierto conocimiento del área, vamos a darle el último empujón que necesita a la idea: la implementación de muy interesantes funcionalidades de aprendizaje automático (_Machine Learning_) como sistemas de recomendación, para llevar nuestra idea un poco más allá en la interacción con el usuario. Utilizaremos paquetes de Python como:

* Pandas

* Scikit-learn

Explicaremos de nuevo de forma simple el uso de las mismas para trazar una línea clara de su influencia en el resultado final, y cómo su uso está al alcance de todos.

Hablaremos por tanto de los componentes centrales de un proyecto real, y como teniendo en cuenta estos componentes, pese a no tener mucha experiencia previa, el hecho de saber que se necesita buscar (un objetivo, una referencia en forma de idea) puede facilitar (mucho y de hecho ser tan importante como la técnica misma) el proceso y animar a nuevos o futuros.

#### **Te esperamos.**

En definitiva, si eres un “niño grande”, lleno de sueños, creatividad y voluntad de llevarla a la acción Python es un buen lugar para ello. Te animamos a que subas a nuestra piragua por tanto para que podamos compartir nuestra experiencia contigo y juntos aprendamos en el proceso un poquito más de esta increíble herramienta que es Python.","El nivel al que esta charla será expuesta será amplio en cuanto a que intentaremos trazar una línea lo más simple posible con respecto a las herramientas utilizadas:

* Flask para el desarrollo web con Python

* APIs interesantes para nuestro proyecto en concreto, pero mostrando en general lo accesibles que son y el potencial que tienen estas herramientas para ejercer nuestro poder creativo.

* Aprendizaje Automático para el toque final con paquetes como Pandas y Sickit-learn.

Ejemplificaremos como de verdad se puede alcanzar el nivel para utilizar estas herramientas de forma sencilla sin necesidad de un gran conocimiento previo. Haremos para ello una breve introducción a nuestro propio background y como realizamos un salto a la acción que a priori podría parecer complicado:

* Con poca experiencia en Python.

* Con la ayuda de cursos simples online.

* Escaso conocimiento de desarrollo web (ya que mi compañero y yo, jóvenes estudiantes, procedemos de campos diferentes y hemos explorado Python en sus ramas más de Data Science y Inteligencia Artificial respectivamente, pero ni siquiera este conocimiento previo sería necesario).

La parte algo más avanzada para un iniciado en Python en principio debería ser la implementación de técnicas de _Machine Learning_ en la aplicación web, pero de hecho, incluso tales técnicas, en términos de uso y entendimiento y no de desarrollo para añadirlas a la aplicación web, pueden ser explicadas y serían explicadas a un nivel básico:

* Mostraremos como dichas técnicas, una vez conseguidos los datos sobre las cuales serán utilizadas, tienen una fácil implementación.

**En definitiva, hablaremos de una guía básica, pero con grandes ambiciones**. Con la cual esperamos empatizará gente de avanzado conocimiento en Python; se podrán interesar por la implementación particular y el proceso de desarrollo que hemos elegido, así como podrá animarse gente recién iniciada o por iniciarse con Python al ver como con una idea en mente y noción básica de ciertos componentes se puede crear sin miedo, y con suerte, con grandes resultados.",All,submitted,"[""Python"", ""Flask"", ""APIs"", ""Google APIs for Python"", ""Machine Learning""]",,es,,,,,
José Manuel,https://secure.gravatar.com/avatar/d5fe223e37407894301671e1614bf97c?s=500,"Soy de Bornos (Cádiz) estudié Ingeniería Informática de Sistemas en la Universidad Cádiz y llevo 5 años inmerso en el mundo Python.
Actualmente trabajo en Paradigma Digital utilizando Python y Django como principales tecnologías en el día a día. En lo personal me gusta la lectura, ver series y soy un apasionado del Carnaval. En twitter podéis encontrarme como @jmrivas86",,https://github.com/jmrivas86,"Profundizando en Django CMS, no todo es hacer plugins.","En esta charla veremos las bondades de Django CMS e iremos profundizando a través de todas las características avanzadas que tiene, Django CMS es más que crear plugins! su verdadero punto fuerte es en realidad la integración que permite hacer con apps estándar de Django en la que nos centraremos.","# Descripción
En esta charla veremos las bondades de **Django CMS** e iremos profundizando a través de todas las **características avanzadas** que tiene, Django CMS es más que crear plugins! su verdadero punto fuerte es en realidad la integración que permite hacer con apps estándar de Django en la que nos centraremos.

# Índice
  - Django CMS
  - Entender el modelo Page y Title
  - Internacionalización
  - Plugins
  - Templates & Placeholders
     - Placeholders estáticos
     - Placeholders de aplicación
  - Extender el modelo de Página
     - Page
     - Title
  - Extender el Toolbar
  - Apphooks: Integración de aplicaciones Django en Django-CMS
  - Cache en Django-CMS
  - Menús avanzados
","El año pasado di un taller sobre Django CMS pero dónde pudimos ver de manera superficial el CMS, como instalarlo y como usar las cosas más básicas. Este año pretendo hacer una continuación del taller con una charla para dar los trucos más avanzados que permiten exprimir el CMS al máximo, creo que puede ser interesante para los que asistieron el año pasado al taller.",Intermediate,submitted,"[""web"", ""cms"", ""python""]",,es,,,,,
Anuj Menta,https://secure.gravatar.com/avatar/71cf1a5d586f46279684a8691a7f79e6?s=500,"



I've spoken at Pycon India'17 and was invited to speak at Pycon India'18.

I am an IIT Kharagpur graduate(2017) who spent over 4 years coding in Python. Worked with all styles of python from website development using Django and Flask to scientific computing using numpy and scikit-learn to web-scraping using Selenium. It's been a wonderful journey all along and I'm now looking forward to bring as many people on board as I can to experience what I've experienced.

I am also the founder of Papercop, an examination preparation portal for the students of IIT Kharagpur which has about 70k+ hits. I am a very passionate speedcuber( Can solve the rubiks cube in about 10s odd). Won plenty of medals in speedcubing competitions across the country. I now work as an analyst with American Express.",anujmenta,,Visualising the world of competitive programming with Python,"Competitive programming has grown exponentially in the last decade. Millions of students, teachers, professionals solve problems including complex optimizations every minute.","Competitive programming has grown exponentially in the last decade. Millions of students, teachers, professionals solve problems including complex optimisations every minute. With the influx of programming languages, developers have a wide range of tools to choose from and use them to solve competitive challenges. Some of the popular platforms include Codeforces, Codechef, Hackerrank, Hackerearth, Topcoder etc.",,Beginner,submitted,"[""python"", ""competitive programming"", ""scraping"", ""web scraping"", ""web""]",,es,,,,,
Anuj Menta,https://secure.gravatar.com/avatar/71cf1a5d586f46279684a8691a7f79e6?s=500,"I've spoken at Pycon India'17 and was invited to speak at Pycon Italy'18.

I am an IIT Kharagpur graduate(2017) who spent over 4 years coding in Python. Worked with all styles of python from website development using Django and Flask to scientific computing using numpy and scikit-learn to web-scraping using Selenium. It's been a wonderful journey all along and I'm now looking forward to bring as many people on board as I can to experience what I've experienced.

I am also the founder of Papercop, an examination preparation portal for the students of IIT Kharagpur which has about 70k+ hits. I am a very passionate speedcuber( Can solve the rubiks cube in about 10s odd). Won plenty of medals in speedcubing competitions across the country. I now work as an analyst with American Express.",anujmenta,,HOW I SCRAPED THE WEB FOR A MILLION PROGRAMS WRITTEN IN 16 DIFFERENT LANGUAGES,"In the talk, I’ll go over the all the elements involved in the process of identifying the right website to storing your data using SQL/NoSQL databases.","In the talk, I’d like to scrape programs written in languages like C, C++, Java, Python etc from the web. For this, I have narrowed down to one particular website and divided my scraping exercise into smaller tasks and eventually merged them towards the end.

Using popular libraries like beautifulsoup(bs4) and requests in python, I was able to scrape close to 500,000 programs randomly sampled from a total set of about 21 million programs. I have also used multi-processing to make the best use of time while also taking care of not overloading the servers by hitting them constantly. The talk would also comprise of a few slides discussing the outcomes of the scraping exercise and my analysis.

I would also like to discuss using Selenium for scraping while it is generally used for testing. Selenium helps a python programmer use browser automation for different purposes. Selenium can be used to scrape a website when traditional scrapers fail or the websites are smarter.

1, Introduction to Web Scraping [5 min]
2, Breaking your objective into sub-goals & planning [5 min]
3, Scraping [5 min]
4, Best practices [5 min] a. Multiprocessing b. Ethical scraping c. NOSQL databases d. Scraping using Selenium
5, Results and conclusions from the scraping exercise [10 min]
 ",,Beginner,submitted,"[""python"", ""scraping"", ""web"", ""competitve"", ""programming""]",,es,,,,,
Andrés Orcajo,https://secure.gravatar.com/avatar/d7217383660fea11b75595bc5cde5b31?s=500,,,,Mi primera CPU en python,"Cada vez hay más gente que elige usar FPGAs para sus proyectos de hardware personales debido a su, cada vez más, fácil acceso y abaratamiento. En esta charla daré los conceptos básicos del diseño de hardware con python con un ejemplo práctico como es el desarrollo de una CPU sencilla en una FPGA.","En esta charla daré los conceptos básicos y el proceso para el diseño de hardware con python. Hablaré de las diferencias entre la programación secuencial y la paralela, y verificación del diseño. La charla estará enfocada al lado práctico con un ejemplo de desarrollo de una CPU muy sencilla.",,Advanced,submitted,"[""Python"", ""FPGA"", ""Hardware""]",,es,,,,,
Alberto Garcia Galindo,https://secure.gravatar.com/avatar/54456c3de5f5f37b22422bc490d818c4?s=500,"Actualmente estudiando y acabando los estudios en Estadística por la Universidad de Salamanca. Pasión por el análisis de datos, ambicioso y exigente conmigo mismo. Dando mis primeros pasos en MachineLearning y DataScience, y perfeccionando mis habilidades en analítica de datos.",Alber_267,https://www.linkedin.com/in/alberto-garcía-galindo-3b5580153/,Herramientas necesarias para un aprendiz de DataScientist,"Los primeros pasos en un lenguaje de programación siempre son difíciles, pero una vez dados, la experiencia es gratificante. Hablaré sobre las primeras impresiones que me causaron Python y Jupyter, y algunos consejos para empezar a utilizar estas herramientas en el ámbito universitario.","En esta charla, como aprendiz de DataScientist, hablaré de cuales son los primeras pasos que me han ayudado a adentrarme en el uso de Python como herramienta para el análisis de datos. Creo que puede ser importante contar mi experiencia para ayudar a todos aquellos que dudan acerca de dar o no el primer paso, ya que puede llegar bastante tedioso. Puede ser importante mencionar e introducir algunos entornos sencillos para comenzar como Google Colaboratory. En el ámbito de análisis de datos, también puede ser interesante la instalación de Python con Anaconda, que proporciona la instalación de varias librerías esenciales.",,Beginner,submitted,"[""Jupyter"", ""Statistics"", ""Academics"", ""DataScience"", ""Intro""]",,es,,,,,
Andrés Orcajo,https://secure.gravatar.com/avatar/d7217383660fea11b75595bc5cde5b31?s=500,,,,Migración de python 2 a 3,Han pasado casi 10 años desde que salió la primera versión 3 de python y aún muchos de nosotros estamos estancados en el uso de python 2. Es hora de perderle el miedo a la migración y aprendamos los pasos que se pueden seguir para hacerlo menos traumático.,"Para aquellos que aún siguen atascados en python 2, hay muchas razones por las cuales merece la pena para migrar el código a python 3. Explicaré el por qué de esta situación y cuál puede ser la mejor forma de enfrentarse a una migración. También recorreremos las principales novedades que traen las nuevas versiones. (...2020 is coming)",,Intermediate,submitted,[],,es,,,,,
